o22rrlabsecgw05 # 
o22rrlabsecgw05 (vdom) # current vf=LTE_Traffic:2

o22rrlabsecgw05 (LTE_Traffic) # 
Routing table for VRF=0
Codes: K - kernel, C - connected, S - static, R - RIP, B - BGP
       O - OSPF, IA - OSPF inter area
       N1 - OSPF NSSA external type 1, N2 - OSPF NSSA external type 2
       E1 - OSPF external type 1, E2 - OSPF external type 2
       i - IS-IS, L1 - IS-IS level-1, L2 - IS-IS level-2, ia - IS-IS inter area
       * - candidate default

S       10.116.59.96/32 [10/0] is directly connected, h10.116.59.226
S       10.116.59.98/32 [10/0] is directly connected, n10.116.59.234
S       10.116.59.101/32 [10/0] is directly connected, h10.116.59.246
S       10.116.59.102/32 [10/0] is directly connected, h10.116.59.250
S       10.116.59.104/29 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.116.59.104/32 [10/0] is directly connected, h10.116.59.226
S       10.116.59.106/32 [10/0] is directly connected, n10.116.59.234
S       10.116.59.109/32 [10/0] is directly connected, h10.116.59.246
S       10.116.59.110/32 [10/0] is directly connected, h10.116.59.250
S       10.116.59.112/29 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.116.59.112/32 [10/0] is directly connected, h10.116.59.226
S       10.116.59.114/32 [10/0] is directly connected, n10.116.59.234
S       10.116.59.117/32 [10/0] is directly connected, h10.116.59.246
S       10.116.59.118/32 [10/0] is directly connected, h10.116.59.250
S       10.116.59.128/27 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.116.59.160/29 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.116.59.176/29 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.116.59.184/29 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.116.59.192/29 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.116.59.224/27 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.116.59.226/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.59.230/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.59.234/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.59.238/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.59.241/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.59.242/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.59.246/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.59.250/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.0/24 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.116.60.2/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.6/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.10/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.14/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.18/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.22/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.26/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.30/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.34/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.38/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.42/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.46/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.50/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.54/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.58/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.66/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.116.60.70/32 [10/0] via 10.250.164.73, vlan228_eRan
