o22rrlabsecgw05 # 
o22rrlabsecgw05 (vdom) # current vf=LTE_Traffic:2

o22rrlabsecgw05 (LTE_Traffic) # 
Routing table for VRF=0
Codes: K - kernel, C - connected, S - static, R - RIP, B - BGP
       O - OSPF, IA - OSPF inter area
       N1 - OSPF NSSA external type 1, N2 - OSPF NSSA external type 2
       E1 - OSPF external type 1, E2 - OSPF external type 2
       i - IS-IS, L1 - IS-IS level-1, L2 - IS-IS level-2, ia - IS-IS inter area
       * - candidate default

S       10.250.190.12/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.13/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.14/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.17/32 [10/0] is directly connected, n10.250.190.4
S       10.250.190.22/32 [10/0] is directly connected, h10.250.190.9
S       10.250.190.23/32 [10/0] is directly connected, h10.250.190.10
S       10.250.190.24/32 [10/0] is directly connected, h10.250.190.11
S       10.250.190.25/32 [10/0] is directly connected, h10.250.190.12
S       10.250.190.33/32 [10/0] is directly connected, n10.250.190.4
S       10.250.190.38/32 [10/0] is directly connected, h10.250.190.9
S       10.250.190.39/32 [10/0] is directly connected, h10.250.190.10
S       10.250.190.40/32 [10/0] is directly connected, h10.250.190.11
S       10.250.190.41/32 [10/0] is directly connected, h10.250.190.12
S       10.250.190.49/32 [10/0] is directly connected, n10.250.190.4
S       10.250.190.54/32 [10/0] is directly connected, h10.250.190.9
S       10.250.190.55/32 [10/0] is directly connected, h10.250.190.10
S       10.250.190.56/32 [10/0] is directly connected, h10.250.190.11
S       10.250.190.57/32 [10/0] is directly connected, h10.250.190.12
S       10.250.190.64/26 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.250.190.68/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.69/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.70/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.71/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.72/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.73/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.74/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.75/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.76/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.77/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.78/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.79/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.80/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.81/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.82/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.83/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.84/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.85/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.86/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.87/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.88/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.89/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.90/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.91/32 [10/0] via 10.250.164.73, vlan228_eRan
S       10.250.190.99/32 [10/0] is directly connected, n10.250.190.70
S       10.250.190.104/32 [10/0] is directly connected, h10.250.190.75
S       10.250.190.105/32 [10/0] is directly connected, h10.250.190.76
S       10.250.190.106/32 [10/0] is directly connected, h10.250.190.77
S       10.250.190.107/32 [10/0] is directly connected, h10.250.190.78
S       10.250.190.109/32 [10/0] is directly connected, h10.250.190.80
S       10.250.190.110/32 [10/0] is directly connected, h10.250.190.81
S       10.250.190.111/32 [10/0] is directly connected, h10.250.190.82
S       10.250.190.114/32 [10/0] is directly connected, h10.250.190.85
S       10.250.190.116/32 [10/0] is directly connected, h10.250.190.87
S       10.250.190.119/32 [10/0] is directly connected, n10.250.190.90
S       10.250.190.128/26 [10/0] via 10.250.164.81, vlan227_s1plane
S       10.250.190.131/32 [10/0] is directly connected, n10.250.190.70
S       10.250.190.136/32 [10/0] is directly connected, h10.250.190.75
S       10.250.190.137/32 [10/0] is directly connected, h10.250.190.76
S       10.250.190.138/32 [10/0] is directly connected, h10.250.190.77
S       10.250.190.139/32 [10/0] is directly connected, h10.250.190.78
S       10.250.190.141/32 [10/0] is directly connected, h10.250.190.80
S       10.250.190.142/32 [10/0] is directly connected, h10.250.190.81
S       10.250.190.143/32 [10/0] is directly connected, h10.250.190.82
S       10.250.190.146/32 [10/0] is directly connected, h10.250.190.85
S       10.250.190.148/32 [10/0] is directly connected, h10.250.190.87
S       10.250.190.151/32 [10/0] is directly connected, n10.250.190.90
S       10.250.190.163/32 [10/0] is directly connected, n10.250.190.70
S       10.250.190.168/32 [10/0] is directly connected, h10.250.190.75
S       10.250.190.169/32 [10/0] is directly connected, h10.250.190.76
S       10.250.190.170/32 [10/0] is directly connected, h10.250.190.77
S       10.250.190.171/32 [10/0] is directly connected, h10.250.190.78
S       10.250.190.173/32 [10/0] is directly connected, h10.250.190.80
S       10.250.190.174/32 [10/0] is directly connected, h10.250.190.81
S       10.250.190.175/32 [10/0] is directly connected, h10.250.190.82
S       10.250.190.178/32 [10/0] is directly connected, h10.250.190.85
S       10.250.190.180/32 [10/0] is directly connected, h10.250.190.87
S       10.250.190.183/32 [10/0] is directly connected, n10.250.190.90
S       172.18.33.0/24 [10/0] via 10.250.164.65, vlan226_mplane
S       172.22.18.0/24 [10/0] via 10.250.164.65, vlan226_mplane
S       172.22.19.0/24 [10/0] via 10.250.164.81, vlan227_s1plane
S       192.168.22.0/24 [10/0] via 10.250.164.65, vlan226_mplane
S       192.168.136.0/24 [10/0] via 10.250.164.81, vlan227_s1plane
S       192.168.195.0/25 [10/0] via 10.250.164.81, vlan227_s1plane
S       192.168.198.80/28 [10/0] via 10.250.164.65, vlan226_mplane
S       192.168.201.26/32 [10/0] via 10.250.164.73, vlan228_eRan
S       192.168.201.33/32 [10/0] via 10.250.164.73, vlan228_eRan
S       192.168.201.34/32 [10/0] via 10.250.164.73, vlan228_eRan
S       198.142.222.16/28 [10/0] via 10.250.164.65, vlan226_mplane


o22rrlabsecgw05 (LTE_Traffic) # 
